source_name,source_type,from_date,to_date,latest_date,latest_value,row_count,sha256,latest_path,version_path,retrieved_at,source_url,parser,is_active,status
cbr_key_rate_daily,web_table_data,2019-01-01,2026-07-02,2026-07-02,14.25,1894,f8d2d1d74e777c8f9f6abcfed2c8b625c1fb251ca9fe6c413d0acba5f68aa0e0,data/raw/cbr/key_rate_inflation/latest/cbr_key_rate_daily.csv,data/raw/cbr/key_rate_inflation/versions/cbr_key_rate_daily_2019-01-01_2026-07-02_f8d2d1d74e77.csv,2026-07-06T06:19:22Z,https://cbr.ru/hd_base/KeyRate/?UniDbQuery.Posted=True&UniDbQuery.From=01.01.2019&UniDbQuery.To=02.07.2026,html_table,False,changed
cbr_key_rate_daily,web_table_data,2019-01-01,2026-07-02,2026-07-02,14.25,1894,f8d2d1d74e777c8f9f6abcfed2c8b625c1fb251ca9fe6c413d0acba5f68aa0e0,data/raw/cbr/key_rate_inflation/latest/cbr_key_rate_daily.csv,,2026-07-06T06:25:24Z,https://cbr.ru/hd_base/KeyRate/?UniDbQuery.Posted=True&UniDbQuery.From=01.01.2019&UniDbQuery.To=02.07.2026,html_table,False,unchanged
cbr_key_rate_daily,web_table_data,2019-01-01,2026-07-02,2026-07-02,14.25,1894,f8d2d1d74e777c8f9f6abcfed2c8b625c1fb251ca9fe6c413d0acba5f68aa0e0,data/raw/cbr/key_rate_inflation/latest/cbr_key_rate_daily.csv,data/raw/cbr/key_rate_inflation/versions/cbr_key_rate_daily_2019-01-01_2026-07-02_f8d2d1d74e77.csv,2026-07-06T06:31:19Z,https://cbr.ru/hd_base/KeyRate/?UniDbQuery.Posted=True&UniDbQuery.From=01.01.2019&UniDbQuery.To=02.07.2026,html_table,False,unchanged
cbr_key_rate_daily,web_table_data,2019-01-01,2026-07-06,2026-07-06,14.25,1896,5e2941911e5a5cfc0aed7fb0653ce31ef16a585b7d7291a56eed770e0b4b5e38,data/raw/cbr/key_rate_inflation/latest/cbr_key_rate_daily.csv,data/raw/cbr/key_rate_inflation/versions/cbr_key_rate_daily_2019-01-01_2026-07-06_5e2941911e5a.csv,2026-07-06T09:12:50Z,https://cbr.ru/hd_base/KeyRate/?UniDbQuery.Posted=True&UniDbQuery.From=01.01.2019&UniDbQuery.To=06.07.2026,html_table,True,changed
